카테고리,[잡담],[질문],[정보],[기타]
[잡담],달소1. 아덴을 창술아덴처럼 충전형식(?)으로 2칸딜몰이 메타에 적합해질듯2. 페르소나 진입후 이속증가를 해제후 2초동안 유지돌대 채용 가능3. 페르소나 사용후 급습 스킬 사용시 무력+파괴 증가부족한 무파 보완 가능4. 급습스킬 치적 불균형 개선개선 방향에 따라 아드레날린 각인 채용?갈증1. 사일런트 스매셔 파괴 추가뭔가 애매한 파괴 보완 가능2. 혼돈상태 치적 5~10퍼 추가개인 적인 느낌인지 몰라도 치적이 진짜 너무 부족함3. 혼돈 유지 시간 증가혼돈 스트레스 덜받음4. 사일런트 스매셔 급하강 트포를 기본으로 하고 혼돈강화 추가대미지 상승5. 쉐도우닷 1타에도 부식 부여사이클 때문에 1타만 쳐야할 경우가 많은데 왜 굳이 2타만 적용되는지 이해 불가공통1. 레이지 스피어 기습트포를 백피증이 아닌 피증으로 변경백 헛쳤을 때 딜감소율 감소2. 쉐도우 스톰 1타에 아덴 몰이딜몰이 메타에 풀틱 다 맞을때동안 기다리는게 좋지도 않고맞다가 도망가는 보스도 많다이정도 생각해 봤습니다..리퍼 화이팅!,,,
[잡담],"족쇄 채워도 되니까 조건부로 딜 상향을 요구하거나기믹적인 부분에서도 조건부로 상향을 요구하거나그러지말자.쎄고 좋은데 딱히 큰 이유도 없는거 다 알만큼 알거고족쇄 쭈르륵 줄 세우는것도 개인 마다 견해가 달라서어차피 누가 더 어렵니 쎄니 절대적인 줄세우기는 불가능하자나.현금 만원짜리 물건 샀는데 좀 하자가 있어서 환불을 한다고 쳐,그럼 만원짜리 상품권으로 환불 받진 않자나?당연히 현금으로 받지.그냥 봐도 여러모로 모자란 부분이 많은데 굳이 우리가 스스로 조건부 달아서 굽히고 들어갈 이유가 있음?어차피 2년동안 안해준거 많고 오히려 개빡치게 기만 당한게 몇번 있는 마당에요구해도 안들어준다고 노예마인드로 이거라도 좀... 이러면서 굽히고 들어갈 이유 없다고 봄.그렇게 해서 받는다 쳐도 근 1년 동안 벨패보면 어차피 2티어일거임.그냥 깡통으로 받을거 좀 받아도 리퍼가 1티어로 올라갈 일은 없으니까 당당하게 요구하자.",,,
[잡담],벽느껴지네2월말에 1625였는데 아직도 1627임무기에 재료 다써서 그런가노현질에 배럭 1600하나랑 다 15층따리라 그런지 개빡세다카멘전에 자력으로 1635찍고 10홍만 다 사주려했는데 진전이 없누...,,,
[잡담],뒤로뛰는거만아니면 굳이 레이지 치단으로 바꾸지말고 그냥 빠준쓰고고특화로 해도급강하 쓴고신속~반반갈증 보다 쎄서 채용할만한거같은데퓨리 생각하면 공격속도만 보면 크게 문제될거같진않은데 뒤로뛴다는 매커니즘 자체가 너무 역겨워요이런 개병신같은 매커니즘가진 스킬이 로아에 많나요? 일단 제 부캐들중엔없는데?,,,
[잡담],이번 하익때 눈여겨 보는 캐릭이 많은데 핸건데헌이랑 달소리퍼 워로드 중에 고민중이라 달소리퍼 할만한가요??,,,
[잡담],다찬줄알고 쌩레이지 박은거 개빡치네 ㅅㅂ,,,
[잡담],그냥 혼돈유지하면서 아무급습스킬 사이클상관없이 때려박으면되나요?,,,
[잡담],만찬 3.5퍼 + 혼돈 10퍼 + 갈망 12퍼 특성675로 11.59퍼37퍼에 와인3퍼 하면 돌대 풀효율 나오긴 하더라고요다만 쿨감이 6.44퍼 차이나더라고요 (기존 신속 975)쿨감 공속3퍼 때문에 그냥 현상 유지가 맞으려나요그잔 치단은 아드3이라 사용 안하는게 낫다고 판단해서급하강 빠준 사용합니다.갈증 원한 기습 저받 아드 돌대2 사용합니다,,,
[잡담],투표에 데모닉 많길래 궁금해서 그럼2악4지 억모닉 상당히 쌔던데 난 이겨볼 생각도 안들더라,,,
[잡담],신속캐들은 다 지하에 박아버려야 맞지,,,
[잡담],아니 달소는 이번에 상향 롤백한거 다시 줬다지만갈증은 2단 버프 받은거 아니야?딜찍갈때는 달소로 하고 그거 아니면 갈증으로 하고있는데0~1티어 애들 말고는 백9할이상 쉐닷10홍 신속 1200주고 급습 쿨 1초도 안쉬면 어지간하면 비볐는데얼추 비슷한 동스펙 건슬 상대로는 두꺼비에서 말고는 비비는게 진짜 엄청 빡세네레이드에서 딱봐도 산책 ㅈㄴ 하는 건슬아니면 대부분 진듯배럭 피메하나 있는걸로 아니 이렇게 대충쳤는데 왜 밑잔이지 할때 있어서 매번 놀라는데리퍼로 동스펙 건슬은 절때 못이김? 아직도 여전히 상대가 못치길 바래야하는 그런구조야?,,,
[질문],,왼쪽 팔찌 끼면 (신속펫) / 일로아 11.3%치 150특 1230신 1040오른쪽 팔찌 끼면 (특화펫) / 일로아 10.4%치 60특 1350신 1035이거거든?닥 왼이야?,,
[잡담],리퍼 1차 전압 [검은 그림자의 공포 머리] 팔아 주실분 찾아요창고에 넣어 두신 전압 사요..덧이나 쪽지 주시면 연락드리겠습니다.아브렐섭입니다,,,
[잡담],트포작 하는데 매물이 없네요 ㅠㅠㅠ,,,
[잡담],물론 너프당해서 약한것도 있지만 타 특화사멸캐릭보다빽잡을수있는수단 디토 나메 블미 등 관통형스킬들때문에 모든사멸 통틀어 빽적중률은 제일 높고 그 스킬들의 이점때문에 깡딜자체가 약한 느낌인데 예전 갈망없이 빽사멸들이 느려서 정흡을 필수채용할때 리퍼는 정흡을 안썼기때문에 상대적으로 각인1줄을 딜적으로 이득봤죠근데 지금 갈망에 만찬에 너도 나도 정흡3달고 다니던시절의 공이속을 갖고있으니 상대적으로 리퍼가 밀리는 느낌 입니다고로 리퍼에게 급습 깡딜 10%는 줘야 체방따리 사멸에 알맞는 리스크 리턴이 주어진다고 봅니다!! ㅋ반박시 내 말이 맞음,,,
[잡담],"레이지 라그 97.2%인데 어제 라자람에서 한 판에 6번 보고오늘 가르가디스에서 한 판에 레이지 2번, 라그 3번 떠서10렙 낮은 창술한테 따잇 당함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니 슈발 크리만 제대로 터졌어도 이긴건데다른 판은 내가 땄는데 노크리 진짜 개열받네 이거",,,
[잡담],지금10멸3쉐닷10홍 이고 나머지9홍 (라그트랩7홍)효율순으로 해서 이렇게 놓고 몇개월썼음10홍 싸진김에 올10홍 해주려는데실전 싸이클 회전률 쾌적함이 와닿을 정도임 ?디피는 상승함 ?특치 스피닝블미 달트 하는중이고나디도 심심할때쓰긴함,,,
[잡담],여론으로 쳐먹는욕 말고옛날에 버스트 리뉴얼때 블레본캐였는데그때 12스택슈버1 세팅으로 개똥같이해도 잔혈먹던 시절이었음잔재된버스트라고도 불렀지근데 그시절에 크리억까 ㅈㄴ터져서 잔혈못먹으면 바로 똥손시선 받더라고똥손취급 안당하려면 차라리 이악물고 사기캐릭소리듣는게 낫겠다 싶어서 매사 개빡겜해야됨내가 MVP면 사기캐릭내가 강투면 엌ㅋㅋ개똥손 이런구조가 되어버림,,,
[잡담],이젠 지쳤다 다들 고생 많았음,,,
[잡담],갈증은 좀 갠찮나여 달소는 너무오래걸리네 스커도이정돈아닌데 ㅋㅋㅋㅋㅋ,,,
[잡담],보석은 쉐도우스톰 제외10멸홍이고엘릭서는달인깎아놨습니다팔찌는특 신 비수 기습각인은 공팟유저라 시너지 신경안쓰고 하고싶어서원아돌기갈 에1쓰고있습니다현재신속 1150주고 하고있는데원예돌기갈 아1을 쓰면 차이가 거의없을까요?아니면 현재 상태에서달인을 빼고 회심으로 가는게 맞을까요?,,,
[잡담],레이지가 제일쎄서 습관적으로 레이지 먼저박는데파티원들이 내가 레이지 갈기기전에 시너지가 완벽하게 다 들어오는게 아닌거같아서 퓨리부터써봤고퓨 레 라 로 끊으니까 레이지 딜 더 잘뜸옛날에 아드각인서 쓸때 이렇게했었는데바3저2이후로 안하다가 레이지딜보다 라그딜이 더박혀가지고레이지에 시너지가 덜뭍었구나 싶어서 퓨 레 라 하니까 정상딜로 돌아온듯,,,
[질문],,신속 83에 순환 냉정 정밀인데 냉정 돌릴까,,
[잡담],"진짜 ㅈ같은게 자치적 97퍼에 순환팔찌인데알카데려가고, 건슬데려가면 가끔 노크리뜬다?아드1꺼져도 씹 100퍼넘는데장난하냐 진짜 상시치적이라고 호소하면서왜 나는 자꾸 흰글씨뜨는데강화는 왜 안붙고ㅅㅂ",,,
[잡담],갈증리퍼 사일런트 스매셔 쓰다가 든 생각인데 지면강타 트포에 암속변경 되어있는거 세구빛 껴도 암속으로 바껴서 군단장한테는 성속으로 뎀지추뎀 못받아?? 카던에서 세구빛 끼고 스매셔로 몹 잡으면 몹 죽을때 암속이팩 터지던데,,,
[잡담],방금 일리하고 왔는데 4~5방당 한번씩 안터질때가 있네요 ㅋㅋ 물론 운이겠지만자치적 95.8% 인데 4.2%가 이렇게 잘터진 적은 로아하면서 처음인 듯;,,,
[잡담],"재밌어서 배럭으로 열심히 키워서 1550까지 올려놓은채로 주차 4개월째임하브에서 실수 한번이면 종이장마냥 찢어져서 도저히 올릴 자신이 없음내가 본캐가 아무리 워로드라도 다른 배럭하면서 못친다는 생각 한적도 없고,다른 캐릭은 공방에선 적당히 집중해서 밑강~잔에서 노는편인데리퍼는 진짜 식은땀흘려가면서 개빡겜해야 사진에 드네, 그리고 내 포션은 사라져 있고 ㅜㅜ진짜 혼신의 힘을 다해야 게임이 가능한데 이걸 본캐로 하는 리게사람들은 도대체 뭐임...??",,,
[잡담],"스매셔 잔상채용 ,패턴 좋아서 3급습 박을 어느정도의 여유가 있어보이는 상황,급습쿨이 동시에 3개가 돌아온다면 3급습을 다박고 쉐닷침 아니면 2급습 박고 쿨 바로돌아오는 쉐닷을침?수련장에서 치적 100퍼 만들어놓고 2분쳐보면 급습우선이나 쉐닷우선이나 별차이없는것같기도하면서뭔가 의미를좀 찾아볼려니 ㄹㅇ;  희대의 난제같음무력화때 오프닝딜로 4급습 다박고 하기엔 잔상 스매셔랑 퓨리 프레임이 조금 길어서4급 안박고 3급 후에 퓨리나 스매셔 쓰는편이긴 했는데 ,이것도 그냥 오프닝 깡 4급습후 쉐닷이 나은지 아니면 그냥 3급 쉐닷치고 급습마저쓰는거 이것도 ㄹㅇ;1. 급습쿨 3개이상 동시에 돌아온다해도 2급습 박고 바로 쉐닷치기 vs 급습 다박고 쉐닷치기2. 스매셔 잔상 채용기준으로 (무력)오프닝딜을 4급습 다박고 쉐닷치기 vs 3급습박고 쉐닷후 스매셔or퓨리 쓰기",,,
[잡담],그냥 로아가 재미 없어서 떠난건지 리퍼에 실증나서 접는지..나도 요새 로아에 흥미없는데 억지로 하는느낌이고창술사마냥 떡상했으면 열심히 했으려나열일해서 분위기반전좀 되었으면 좋겠다 리퍼화이팅,,,
[잡담],원래 대부분 rpg 암살자는 저점박살 고점ㅈㄴ 높은거같은데리퍼만 반대인거같음,,,
[잡담],리퍼 인식 ㄹㅇ 고아인거같은데취업 ㄹㅇ안됨,,,
[잡담],급 현타옴그래서 팔찌 50만골 달렸는데무과금함.,,,
[잡담],내가 파장잡고 방제에 리퍼환영! 써놔도 왜 안오시는거죠?!개인적으로 리퍼 멋있어서 좀 데려가고싶은데말야..,,,
[잡담],보석 맞출때 우선 순위 쭉 말씀해주시면 감사하겠습니다.레이지만 10멸 나머지는 9멸9홍으로 맞출생각입니다.,,,
[잡담],"지금 나디나 올 9멸홍 둘둘인데급습, 쉐닷 제외하고7홍으로 내려도될까? 내린보석은 10멸할까 생각중인데",,,
[잡담],점심시간에 먹으면서 볼거없어서 버그제보할라고 녹화 켜둔거 봤는데레이지 28회 / 실수2회라그 27회 / 실수4회퓨리 21회 / 실수2회빗나간거까지 합산했고 벽지고 있어서 일부러 면상에 후린거도 합산해봄총 76회 타격백어택X 및 빗나감 8회이러면 몇퍼인거임 ??글고 기믹이 많아서 그런지 퓨리 많이비네 기믹가기전에 그냥 면상퓨리 날리는 습관좀 가져야할듯,,,
[잡담],남으신분들은 꼭 원하는 개선 받으시길 ㅜ,,,
[잡담],한때는 아브무기25강에 10멸홍 10개 채워서 다니던 명실상부 제 1호 부캐였는데지금은 기상하고 슬레한테 보석 다내주고 9멸 3개 1611 노탑따리 부캐 제3호 로 전락..장기주차로 인해찬명돌 5천개명파 450만정수강 15덩이 등등 모이는 애라서오랜만에 갈증 해볼까 하고 세팅했지만다시 달소로 돌아갔쑴다..보석도 내렸고 장기주차 하는 캐릭인만큼 재미를 한번 보자 했으나프로켈도 달소대비 속도 너무 느려졌고..역시나 너무 낮아진 데미지와 난무하는 흰글씨 컹....1억보기가 힘드니 ;;갈증은 나랑 안맞나부다..,,,
[잡담],갈증으론 1관보다 3관이 나은거 같았는데달소론 1관 깔끔하게 칠때 많은데 3관이 백많이 빗나감뒤없이 플레이 하다보니 피면없어서 빠질때도 있고,,,
[잡담],강투에 겨우 목걸치는 수준인듯올백치고 똥꼬쇼 하면 쌔다고 하는 사람있을수 있는데까놓고 이야기해서 다른사멸직업이 똑같이올백치고 똥꼬쇼하면 리퍼 깡통이 별로라 못이김이새낀 구조 개선하던지 버프를 해줘야함구조 개선 안해줄꺼면 적어도 급습 피해량은 더 올려주는게 맞다고 본다아니면 특화 계수를 어캐 해주던지특히 달소는 문제큰듯,,,
[잡담],"벨가를 터트린 죄로 아름다웠던 딜량은 불에 타 사라지고,명예로웠던 자들은 그렇게 추락해 잊혀졌다.전재학은 리퍼에게 자비를 베풀 생각이 없었다.하지만 단 한번의 기회를 주었지바닥을 지키겠다는 약속을 하면 멸하지 않겠다고그 대가로 우리는 리퍼의 미래를 잃어버렸다.모두에게 허락된 파티신청 자격마저 박탈당한 채나디나패치라 불리는 굴레에 갇혔다.재학은 대가없는 배려는 하지 않는다.우리의 기억에서 잊혀졌을 뿐그러니 누군가는 수많은 희생과 피로 그 대가를 치렀음을기억해야한다.",,,
[잡담],특신반반 신속펫 특1094 신속1263그냥대충 싼거 사서했는데 특치도보이고 치신도보이던데걍이대로 앤드시켜도될까요,,,
[잡담],옛날 버그 짤 찾아보니깐 쉐닷 딜이 안들어가는거같은데??아닌가??누가 판단좀 해줘봐,,,
[잡담],달소 리퍼 열심히 키우는 한 유저인데..상하탑 취업 가능할까요 ㅠㅠ,,,
[잡담],리퍼관련해서 얘기 나올까 ?롤백에 관해서라도..,,,
